PO No,Forwarder Name,PO Created By,Vendor Code,Vendor Name,Vendor Country Name,Consignee Code,Incoterm Origin,PO Delivery Date,PO Item,Material No,Material Short Text,PO Quantity,Total GR Qty,PO Line Process,PO Line Status
68038306,,WGU,1900009169,Smurfit Kappa GmbH,Germany,X12011,DAP,2025-01-15,20,S9019200,"Double-wall ctn.100x40x48cm, 0.192 m3",2660,2660,LTA,CLOSED
68038306,,WGU,1900009169,Smurfit Kappa GmbH,Germany,X12011,DAP,2025-01-15,30,S9006014,"Double-wall ctn.60x40x25 cm, 0.060 m3",4000,4050,LTA,CLOSED
68038298,,WGU,1900020333,DS Smith Packaging Denmark A/S,Denmark,X12004,DAP,2025-01-17,10,S8941505,"Pre-pack Carton, 32x24x20 cm, 0.015 m3",20000,20650,LTA,CLOSED
68038298,,WGU,1900020333,DS Smith Packaging Denmark A/S,Denmark,X12004,DAP,2025-01-17,20,S8942200,"Pre-pack Ctn,  37.5x29x19.5 cm, 0.021 m3",19500,18900,LTA,CLOSED
68038298,,WGU,1900020333,DS Smith Packaging Denmark A/S,Denmark,X12004,DAP,2024-12-20,30,S9010633,"Double-wall ctn.80x40x33 cm, 0.106 m3",4032,4032,LTA,CLOSED
68038298,,WGU,1900020333,DS Smith Packaging Denmark A/S,Denmark,,DAP,2024-12-23,50,S9010633,"Double-wall ctn.80x40x33 cm, 0.106 m3",4032,4032,LTA,CLOSED
68038298,,WGU,1900020333,DS Smith Packaging Denmark A/S,Denmark,,DAP,2025-01-10,60,S9010633,"Double-wall ctn.80x40x33 cm, 0.106 m3",4032,4032,LTA,CLOSED
68038298,,WGU,1900020333,DS Smith Packaging Denmark A/S,Denmark,X12004,DAP,2025-01-10,40,S9008013,"Double-wall ctn.80x40x25 cm, 0.080 m3",4032,4073,LTA,CLOSED
68038296,,MKAZEMI,1900018197,Reyoung Pharmaceutical Co Ltd,China,X12001,DAP,2025-03-15,10,S1533001,Co-Amoxiclav 500mg+125mg tabs/PAC3x5,172200,0,LTA,OPEN
68038297,,MKAZEMI,1900014308,MILAN LABORATORIES (INDIA) PVT. LTD,India,X12001,DAP,2025-03-30,10,S1537110,Sulf.400mg+Trimet.80mg tabs/PAC-10x10,40000,37345,LTA,CLOSED
68038308,,AWEIS,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2025-02-26,10,S0845182,"Gel, ultrasound, bottle, min. 250ml",5250,5250,LTA,CLOSED
68038307,,AWEIS,1900015722,STERIS Corporation,USA (the),X12004,DAP,2025-02-12,10,S0558100,"Indicator,TST control spot/PAC-300",1000,1000,LTA,CLOSED
68038362,Kuehne + Nagel A/S,STAHERISAEID,1900020040,Gemini Global Limited,China,X12001,FCA,2025-01-15,10,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
68038362,Kuehne + Nagel A/S,STAHERISAEID,1900020040,Gemini Global Limited,China,X12001,FCA,2025-02-17,20,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
62000170,Kuehne + Nagel A/S,NSEREK,1900019045,Control Chemicals Ltd,South Africa,X44906,FCA,2024-12-27,10,S5007321,"Water floc. & disinfectant,pdr/BOX-240",8640,8640,LTA,CLOSED
68038305,,TNIELSEN,1900018197,Reyoung Pharmaceutical Co Ltd,China,X12001,DAP,2025-04-30,10,S1531005,Ceftriaxone pdr/inj 1g vial/BOX-10,15000,0,LTA,OPEN
68038329,,BKERNKAMP,1900020102,Qingdao LEFF International,China,X12001,DAP,2025-03-15,10,S0845049,"Nasal Catheter, 8 Fr",12000,0,LTA,OPEN
68038388,,PLPETERSEN,1900012538,Dansk Traemballage A/S,Denmark,X12004,DAP,2025-01-10,10,S8920076,"Pallet, wooden one-way pallet,EURO size",540,531,NONE,CLOSED
68038312,,TNIELSEN,1900015853,Mepro Pharmaceuticals Pvt Ltd,India,X12001,DAP,2025-03-30,10,S1515060,Miconazole nitrate cream 2%/TBE-30g,320000,0,LTA,OPEN
68038313,,TNIELSEN,1900012918,Galentic Pharma (India) Pvt.Ltd,India,X12001,DAP,2025-08-30,10,S1515060,Miconazole nitrate cream 2%/TBE-30g,160000,0,LTA,OPEN
68038325,,TNIELSEN,1900012918,Galentic Pharma (India) Pvt.Ltd,India,X12001,DAP,2025-06-15,10,S1531042,Chlorhex.diglu.7.1% gel cord.c.TBE/20g,96000,0,LTA,OPEN
68038324,,TNIELSEN,1900019765,S Kant Healthcare Ltd.,India,X12001,DAP,2025-04-10,10,S1555690,Metronidazol pdr/o.s.200mg/5ml/BOT-100ml,32800,0,LTA,OPEN
68038311,,TNIELSEN,1900018859,Hameln Pharma Ltd,United Kingdom,X12004,DAP,2025-01-23,10,S1552116,Glucose hyperton.inj 50% 50mL vl/BOX-25,1021,1021,NONE,CLOSED
68038323,,TNIELSEN,1900007417,DEMO S.A. Pharmaceutical Industry,Greece,X12001,DAP,2025-06-15,10,S1523005,Dexamethasone Phos 4mg/ml 1ml amp/BOX-50,2700,0,LTA,OPEN
68038302,,NANXIONNAZ,1900002822,LABARONNE CITAF SAS,France,X12004,DAP,2025-02-05,10,S5006018,"Water tank,collapsible,1500l,w/distr.kit",12,12,LTA,CLOSED
68038302,,NANXIONNAZ,1900002822,LABARONNE CITAF SAS,France,X12004,DAP,2025-02-05,20,S5006019,"Water tank,collapsible,5000l,w/dist.kit",22,22,LTA,CLOSED
68038302,,NANXIONNAZ,1900002822,LABARONNE CITAF SAS,France,X12004,DAP,2025-02-05,30,S5006020,"Water tank,collapsible,10000l,w/dist.kit",12,12,LTA,CLOSED
68038302,,NANXIONNAZ,1900002822,LABARONNE CITAF SAS,France,X12004,DAP,2025-02-05,40,S5006035,"Water tank,collapsible for trucking,6m³",14,14,LTA,CLOSED
68038302,,NANXIONNAZ,1900002822,LABARONNE CITAF SAS,France,X12004,DAP,2025-02-05,50,S5006036,"Water tank,onion,collaps,30m3,w/taps",8,8,LTA,CLOSED
68038303,,NANXIONNAZ,1900006967,Hydrachem Limited,United Kingdom,X12004,DAP,2025-01-17,10,S1588355,Water purif.(NaDCC) 33mg tabs/PAC-50,98560,98560,LTA,CLOSED
68038303,,NANXIONNAZ,1900006967,Hydrachem Limited,United Kingdom,X12004,DAP,2025-01-17,20,S5008345,Water purif.(NaDCC) 67mg tabs/BOX-400,6272,6272,LTA,CLOSED
68038322,,TNIELSEN,1900007417,DEMO S.A. Pharmaceutical Industry,Greece,X12001,DAP,2025-06-30,10,S1552117,Glucose 5% 500ml bot/BOX-20,5000,0,LTA,OPEN
68038321,,TNIELSEN,1900007417,DEMO S.A. Pharmaceutical Industry,Greece,X12001,DAP,2025-07-30,10,S1552118,Glucose 10% 500ml bot/BOX-20,2500,0,LTA,OPEN
68038320,,TNIELSEN,1900001026,B Braun Melsungen AG,Germany,X12004,DAP,2025-06-16,10,S1555208,Bupivacaine 5mg/ml inj 20ml amp/BOX-20,570,0,LTA,OPEN
68038349,,TNIELSEN,1900007417,DEMO S.A. Pharmaceutical Industry,Greece,X12001,DAP,2025-04-30,10,S1555680,Metronidazole inj 500mg/100ml vl/BOX-50,1008,0,LTA,OPEN
68038334,,NANXIONNAZ,1900002764,Jose Miguel Poveda S.A. (JOMIPSA),Spain,X12004,DAP,2025-02-06,10,S5006122,"WASH&DignityKit,firstResp,1HH,noPurifTab",1152,1152,LTA,CLOSED
68038334,,NANXIONNAZ,1900002764,Jose Miguel Poveda S.A. (JOMIPSA),Spain,X12004,DAP,2025-02-06,20,S5007315,"Bucket,HDPE,with lid,14 l",2400,2400,LTA,CLOSED
68038314,Kuehne + Nagel A/S,TNIELSEN,1900000983,Amstelfarma B.V.,Netherlands,X12004,FCA,2025-02-05,10,S1511500,Beclometa.oral inh. 0.05mg/ds 200ds,50000,50000,LTA,CLOSED
68038309,Kuehne + Nagel A/S,IMUNOZ,1900012086,AMEX Healthcare GmbH,Austria,X12004,FCA,2025-03-15,10,S0969030,"Container, sample, 50 ml, box/10",2000,0,NONE,OPEN
68038317,,BKERNKAMP,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2025-05-01,10,S0481056,"Thermometer, clinical, digital, no Li",30000,0,LTA,OPEN
68038318,,BKERNKAMP,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2024-12-31,10,S0481057,"Thermometer,clinical,non-cntct,incl bat",1500,1500,LTA,CLOSED
68038331,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-30,10,S0305038,"Shoe cover,non-woven,s.u.,BOX-100",6000,400,LTA,OPEN
68038330,,BKERNKAMP,1900019625,DuPont de Nemours (Luxembourg) S.à,Luxembourg,X12004,DAP,2025-05-09,10,S0305101,"Coverall,protection,CatIII,Type3b,M",4000,0,LTA,OPEN
68038330,,BKERNKAMP,1900019625,DuPont de Nemours (Luxembourg) S.à,Luxembourg,X12004,DAP,2025-03-09,20,S0305103,"Coverall,protection,CatIII,Type 3b,L",5000,0,LTA,OPEN
68038330,,BKERNKAMP,1900019625,DuPont de Nemours (Luxembourg) S.à,Luxembourg,X12004,DAP,2025-05-09,30,S0305163,Hood protection CatIII,7000,0,LTA,OPEN
68038333,Kuehne + Nagel A/S,PLPETERSEN,1900006246,"Puyoung Ind. Co., Ltd.","South Korea,Rep",X12001,FCA,2025-01-02,10,S5086014,Plastic Tarpaulin F.R. Sheet (4x5m),6000,0,NONE,OPEN
62000179,Kuehne + Nagel A/S,PLPETERSEN,1900006246,"Puyoung Ind. Co., Ltd.","South Korea,Rep",X44906,FCA,2025-02-10,10,S5086014,Plastic Tarpaulin F.R. Sheet (4x5m),3000,0,NONE,OPEN
68038332,,BKERNKAMP,1900016305,PKP Bardejov S.r.o.,Slovakia,X12004,DAP,2025-04-08,10,S0114530,"Length/height board,baby/child,SET-2",702,0,LTA,OPEN
68038332,,BKERNKAMP,1900016305,PKP Bardejov S.r.o.,Slovakia,X12004,DAP,2025-05-06,20,S0114540,"Length/height board,baby/chld/adlt,SET-2",468,0,LTA,OPEN
68038356,,AWEIS,1900005818,Missionpharma A/S,Denmark,X12001,DAP,2025-06-30,10,S0531991,"Infusion giving set,sterile,s.u.",702600,0,LTA,OPEN
68038319,,AWEIS,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-12,10,S0373510,"Tube,feeding,CH08,L40-60cm,ENFit,blue",7200,4000,NONE,OPEN
68038319,,AWEIS,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-12,20,S0373520,"Tube,feeding,CH10,L40-60cm,ENFit,black",18000,3500,NONE,OPEN
68038319,,AWEIS,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-06,30,S0323304,"Catheter,Foley,CH16,ster,disp",1800,1800,NONE,CLOSED
68038344,,TNIELSEN,1900019765,S Kant Healthcare Ltd.,India,X12001,DAP,2025-04-10,10,S1585009,Paracetamol 120mg/5ml or.liq/BOT-60ml,179928,0,LTA,OPEN
68038363,Kuehne + Nagel A/S,STAHERISAEID,1900020775,TIANJIN MACHINERY AND ELECTRIC EQUI,China,X12001,FCA,2025-01-30,10,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
68038363,Kuehne + Nagel A/S,STAHERISAEID,1900020775,TIANJIN MACHINERY AND ELECTRIC EQUI,China,X12001,FCA,2025-04-30,20,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
68038367,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12001,FCA,2025-02-24,30,S5034000,Science Teaching Kit,504,0,LTA,OPEN
68038362,Kuehne + Nagel A/S,STAHERISAEID,1900020040,Gemini Global Limited,China,X12001,FCA,2025-04-15,30,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
68038363,Kuehne + Nagel A/S,STAHERISAEID,1900020775,TIANJIN MACHINERY AND ELECTRIC EQUI,China,X12001,FCA,2025-05-20,30,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
68038364,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12001,FCA,2025-03-03,10,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
68038364,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12001,FCA,2025-05-28,20,S5001010,"Box,metal,lockable,for storage",1920,0,LTA,OPEN
68038350,Kuehne + Nagel A/S,STAHERISAEID,1900000444,Select Sport A/S,Denmark,X12010,FCA,2025-04-07,10,S2731220,"Hard surface Football, Size 4",18240,0,LTA,OPEN
68038350,Kuehne + Nagel A/S,STAHERISAEID,1900000444,Select Sport A/S,Denmark,X12010,FCA,2025-04-07,20,S2731222,"Hard surface Football, Size 3",8160,0,LTA,OPEN
68038366,Kuehne + Nagel A/S,STAHERISAEID,1900020775,TIANJIN MACHINERY AND ELECTRIC EQUI,China,X12010,FCA,2025-01-20,10,S5001300,"Bag,school,UNICEF,ARABIC,400x270x100mm",53760,0,LTA,OPEN
68038367,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12001,FCA,2025-02-24,10,S5001300,"Bag,school,UNICEF,ARABIC,400x270x100mm",53760,0,LTA,OPEN
68038368,Kuehne + Nagel A/S,STAHERISAEID,1900000422,BIAB International AB,Sweden,X12010,FCA,2025-04-01,10,S5001300,"Bag,school,UNICEF,ARABIC,400x270x100mm",53760,0,LTA,OPEN
68038369,Kuehne + Nagel A/S,STAHERISAEID,1900020040,Gemini Global Limited,China,X12010,FCA,2025-05-01,10,S5001300,"Bag,school,UNICEF,ARABIC,400x270x100mm",53760,0,LTA,OPEN
68038367,Kuehne + Nagel A/S,STAHERISAEID,1900020635,Zhejiang E-Bang Outsourcing and Tra,China,X12001,FCA,2025-02-24,20,S2797600,"Tape, measure, 5 m, retractable",43200,0,LTA,OPEN
68038335,Kuehne + Nagel A/S,JFRANDSEN,2300091038,LLC TK Domashniy tekstyl,Ukraine,X12011,FCA,2025-01-27,10,S0538203,Set Winter clothes-severe winter 3month,48,48,LTA,CLOSED
68038335,Kuehne + Nagel A/S,JFRANDSEN,2300091038,LLC TK Domashniy tekstyl,Ukraine,X12011,FCA,2025-01-27,20,S0538204,Set Winter clothes-severe winter 12month,48,48,LTA,CLOSED
68038335,Kuehne + Nagel A/S,JFRANDSEN,2300091038,LLC TK Domashniy tekstyl,Ukraine,X12011,FCA,2025-01-27,30,S0538205,Set Winter clothes-severe winter 2yrs,72,72,LTA,CLOSED
68038335,Kuehne + Nagel A/S,JFRANDSEN,2300091038,LLC TK Domashniy tekstyl,Ukraine,X12011,FCA,2025-01-27,40,S0538206,Set Winter clothes-severe winter 3yrs,264,264,LTA,CLOSED
68038335,Kuehne + Nagel A/S,JFRANDSEN,2300091038,LLC TK Domashniy tekstyl,Ukraine,X12011,FCA,2025-01-27,50,S0538207,Set Winter clothes-severe winter 5yrs,240,240,LTA,CLOSED
68038327,Kuehne + Nagel A/S,TNIELSEN,1900006885,Cipla Ltd,India,X12002,FCA,2025-05-30,10,S1300074,Artem 20mg+Lumef120mg disp tabs/6/PAC-30,5040,5040,LTA,CLOSED
68038338,,SHVISWANATHA,1900001503,Katadyn Products Inc,Switzerland,X12004,DAP,2025-01-15,10,S5619903,"Filter, drinking, approx. 10L container",1056,1056,LTA,CLOSED
68038357,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-24,10,S0330115,"Gloves,gyn,pwdfree,medium,ster,s.u.,pair",69600,19200,LTA,OPEN
68038357,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-20,20,S0330025,"Gloves,exam,latex,pwdfree,M,BOX-100",68400,23000,LTA,OPEN
68038357,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-20,30,S0327540,"Gloves,surg,pwdfree,8.5,ster,s.u.,pair",82400,48000,LTA,OPEN
68038357,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-20,40,S0327510,"Gloves,surg,pwdfree,7,ster,s.u.,pair",68000,68000,LTA,CLOSED
68038337,,SHVISWANATHA,1900001860,Saponerie Mario Fissi S.R.L,Italy,X12004,DAP,2025-01-03,10,S0552000,"Soap,toilet,bar,approx.100-110g,wrapped",100800,100800,LTA,CLOSED
68038337,,SHVISWANATHA,1900001860,Saponerie Mario Fissi S.R.L,Italy,X12004,DAP,2025-02-26,20,S0552000,"Soap,toilet,bar,approx.100-110g,wrapped",100800,100800,LTA,CLOSED
68038345,,BKERNKAMP,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2025-07-03,10,S0481056,"Thermometer, clinical, digital, no Li",30000,0,LTA,OPEN
68038345,,BKERNKAMP,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2025-01-29,20,S0481056,"Thermometer, clinical, digital, no Li",550,550,LTA,CLOSED
68038345,,BKERNKAMP,1900016014,Rudolf Riester GmbH,Germany,X12004,DAP,2025-07-25,30,S0481056,"Thermometer, clinical, digital, no Li",30000,0,LTA,OPEN
68038343,,TNIELSEN,1900014063,NCPC International Corp,China,X12001,DAP,2025-08-15,10,S1531005,Ceftriaxone pdr/inj 1g vial/BOX-10,10000,0,LTA,OPEN
68038342,,TNIELSEN,1900018859,Hameln Pharma Ltd,United Kingdom,X12004,DAP,2025-07-05,10,S1543625,Diazepam inj 5mg/ml 2ml amp/BOX-10    pt,5000,0,LTA,OPEN
68038341,Kuehne + Nagel A/S,TNIELSEN,1900020581,JSC Kalceks,Latvia,X12004,FCA,2025-03-06,10,S1559355,Magn.sulph.inj 500mg/ml 10ml amp/BOX-10,6000,6000,LTA,CLOSED
68038340,,TNIELSEN,1900021380,Cheplapharm Arzneimittel GmbH,Germany,X12004,DAP,2025-08-15,10,S1560202,Phytomenadione 2mg/0.2ml inj. amp/BOX-5,5000,0,LTA,OPEN
68038339,,TNIELSEN,1900001025,Durbin PLC,United Kingdom,X12004,DAP,2025-06-01,10,S1585000,Calc.glucon.inj 100mg/ml 10ml amp/BOX-10,3000,0,LTA,OPEN
68038353,,MKAZEMI,1900014773,MEDOPHARM,India,X12001,DAP,2025-03-25,10,S1505115,"Co-amoxiclav 250mg+62,5mg DT PAC-5x10",14000,0,LTA,OPEN
68038358,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-29,10,S0327520,"Gloves,surg,pwdfree,7.5,ster,s.u.,pair",160000,160000,LTA,CLOSED
68038358,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-02-28,20,S0327520,"Gloves,surg,pwdfree,7.5,ster,s.u.,pair",160000,160000,LTA,CLOSED
68038358,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-02-14,30,S0845205,"Gloves,heavy-duty,rubber/nitrile,M,pair",32000,32000,LTA,CLOSED
68038358,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-29,40,S0327500,"Gloves,surg,pwdfree,6.5,ster,s.u.,pair",67200,67200,LTA,CLOSED
68038358,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-29,50,S0969025,"Gloves,exam,nitrile,pwdfree,M,BOX-100",21600,21600,LTA,CLOSED
68038358,,BKERNKAMP,1900019467,Barna Import Medica S.A.,Spain,X12004,DAP,2025-01-29,60,S0969026,"Gloves,exam,nitrile,pwdfree,L,BOX-100",21600,21600,LTA,CLOSED
68038351,,MKAZEMI,1900000468,Remedica Ltd.,Cyprus,X12002,DAP,2025-04-02,10,S1543660,Haloperidol 5mg tabs/PAC-10x10,20000,0,LTA,OPEN
68038401,,WGU,1900002424,Albe Emballage A/S,Denmark,X12004,DAP,2025-02-10,10,S8902044,LabelsA5-White-Auto.Printers-Land.,24,24,NONE,CLOSED
68038401,,WGU,1900002424,Albe Emballage A/S,Denmark,X12004,DAP,2025-02-10,20,S8902045,LabelsA6-Green-Auto.Printers-Portr.,10,10,NONE,CLOSED
68038401,,WGU,1900002424,Albe Emballage A/S,Denmark,X12004,DAP,2025-02-10,30,S8902053,LabelsA6-Green-Man.Printers-Land.,30,30,NONE,CLOSED
68038401,,WGU,1900002424,Albe Emballage A/S,Denmark,X12004,DAP,2025-02-10,40,S8902058,LabelsA6-Pink-Man.Printers-Land,25,26,NONE,CLOSED
68038401,,WGU,1900002424,Albe Emballage A/S,Denmark,X12004,DAP,2025-02-10,50,S8902041,LabelsA6-White-Man.Printers-Land.,50,50,NONE,CLOSED
68038400,,WGU,1900006531,MC Emballage A/S,Denmark,X12004,DAP,2025-02-19,10,S8913860,"Staples Lock 18, BOX 20",20,20,NONE,CLOSED
68038400,,WGU,1900006531,MC Emballage A/S,Denmark,X12004,DAP,2025-02-20,20,S8903001,Tape dispenser w/springloaded tape brake,25,25,NONE,CLOSED
68038400,,WGU,1900006531,MC Emballage A/S,Denmark,X12004,DAP,2025-02-20,30,S8913821,"String,polycord,450m/kg",60,60,NONE,CLOSED
68038300,,AWEIS,1900009154,IMRES BV,Netherlands,X12004,DAP,2025-02-11,20,S0845243,"Mucosal atomisation device, BOX-25",52,52,NONE,CLOSED
68038289,,AWEIS,1900019467,Barna Import Medica S.A.,Spain,,DAP,2025-02-26,40,S0845243,"Mucosal atomisation device, BOX-25",240,101,NONE,OPEN
62000176,Kuehne + Nagel A/S,PLPETERSEN,1900020218,MAHINDRA EMIRATES VEHICLE,Utd.Arab.Emir.,X22204,FCA,2025-03-12,10,S8000010,"Armoured Toyota LC 300, Petrol, Auto",1,0,LTA,OPEN
68038346,,MSERGIO,1900011349,KD Medical GmbH Hospital Products,Germany,X12004,DAP,2025-01-09,10,S0782405,"Syringe,disp,5ml,ster/BOX-100",10240,10240,LTA,CLOSED
68038347,,TNIELSEN,1900001709,Ovelle Limited,Ireland,X12004,DAP,2025-03-30,10,S1552500,Hydrocortisone ointment 1%/TBE-15g,15000,15048,LTA,CLOSED
68038348,,TNIELSEN,1900012918,Galentic Pharma (India) Pvt.Ltd,India,X12001,DAP,2025-05-31,10,S1552226,Betamethasone 0.1% cream/TBE-15g,32000,0,LTA,OPEN
68038361,Kuehne + Nagel A/S,TNIELSEN,1900013434,Aurobindo Pharma Limited,India,X12002,FCA,2025-03-20,10,S1400653,Dolutegravir 50mg tabs/PAC-30 gb,7168,7168,LTA,CLOSED
68038360,,TNIELSEN,1900012918,Galentic Pharma (India) Pvt.Ltd,India,X12001,DAP,2025-06-15,10,S1523000,Calamine lotion/BOT-500ml,23040,0,LTA,OPEN
68038365,,TNIELSEN,1900019765,S Kant Healthcare Ltd.,India,X12001,DAP,2025-06-30,10,S1531011,Azithromycin pdr/or s 200mg/5ml/BOT-15ml,49000,0,LTA,OPEN
68038359,,TNIELSEN,1900012047,Square Pharmaceuticals PLC,Bangladesh,X12001,DAP,2025-06-30,10,S1585009,Paracetamol 120mg/5ml or.liq/BOT-60ml,181440,0,LTA,OPEN
68038386,,AWEIS,1900016551,Romsons International,India,X12001,DAP,2025-04-14,10,S0370500,"Tube,asp/feed,CH16,L125cm,ster,disp",24000,0,LTA,OPEN
68038355,Kuehne + Nagel A/S,PLPETERSEN,1900015387,NRS Relief FZCO,Utd.Arab.Emir.,X12001,FCA,2025-01-22,10,S5088048,High Performance Tent - 48M2,34,0,LTA,OPEN
68038370,,SHVISWANATHA,1900001613,Medentech Ltd,Ireland,X12001,DAP,2025-01-10,10,S1588345,Water purif.(NaDCC) 67mg tabs/BOX-16000,750,750,LTA,CLOSED
68038370,,SHVISWANATHA,1900001613,Medentech Ltd,Ireland,X12001,DAP,2025-01-10,20,S1588355,Water purif.(NaDCC) 33mg tabs/PAC-50,121440,121440,LTA,CLOSED
68038370,,SHVISWANATHA,1900001613,Medentech Ltd,Ireland,X12001,DAP,2025-01-10,30,S1588360,Water purif.(NaDCC) 1.67g tabs/PAC-200,6552,6552,LTA,CLOSED
68038371,,SHVISWANATHA,1900010258,Procter & Gamble Company,USA (the),X12001,DAP,2025-04-20,10,S5007321,"Water floc. & disinfectant,pdr/BOX-240",17200,0,LTA,OPEN
68038384,,SHVISWANATHA,1900009651,Promens Packaging GmbH,Germany,X12010,DAP,2025-01-22,10,S5007311,"Water-cont,LDPE,10l,collapsibl.,w/o logo",45600,45600,LTA,CLOSED
68038372,,SHVISWANATHA,1900002822,LABARONNE CITAF SAS,France,X12001,DAP,2025-01-29,10,S5006018,"Water tank,collapsible,1500l,w/distr.kit",15,15,LTA,CLOSED
68038372,,SHVISWANATHA,1900002822,LABARONNE CITAF SAS,France,X12001,DAP,2025-01-29,20,S5006019,"Water tank,collapsible,5000l,w/dist.kit",2,2,LTA,CLOSED
68038372,,SHVISWANATHA,1900002822,LABARONNE CITAF SAS,France,X12001,DAP,2025-01-29,30,S5006020,"Water tank,collapsible,10000l,w/dist.kit",13,13,LTA,CLOSED
68038373,Kuehne + Nagel A/S,IMUNOZ,1900008236,Fleischhacker GmbH & Co.KG,Germany,X12004,FCA,2025-01-20,10,S0584005,"Test strip,urine,gluc/prot,box-100",400,400,LTA,CLOSED
62000177,Kuehne + Nagel A/S,NANXIONNAZ,1900006967,Hydrachem Limited,United Kingdom,X44906,FCA,2025-04-07,10,S1588360,Water purif.(NaDCC) 1.67g tabs/PAC-200,6720,0,LTA,OPEN
68038392,,TNIELSEN,1900007417,DEMO S.A. Pharmaceutical Industry,Greece,X12001,DAP,2025-10-30,10,S1552118,Glucose 10% 500ml bot/BOX-20,2500,0,NONE,OPEN
68038409,,AWEIS,1900005947,Fazzini s.r.l.,Italy,X12004,DAP,2025-03-14,10,S0760640,"Pump,suction,foot-operated",520,520,NONE,CLOSED
68038385,,AWEIS,1900011631,GPC Medical Ltd,India,X12001,DAP,2025-04-29,10,S0845009,"Resuscitator,hand-oper.,neonate,set",8000,0,LTA,OPEN
68038387,,AWEIS,1900021846,DISPOSAFE HEALTH AND LIFE CARE LTD,India,X12001,DAP,2025-05-15,10,S0746010,"Scalpel blade,ster,disp,no.10",80000,0,LTA,OPEN
68038387,,AWEIS,1900021846,DISPOSAFE HEALTH AND LIFE CARE LTD,India,X12001,DAP,2025-05-15,20,S0746110,"Scalpel blade,ster,disp,no.11",20000,0,LTA,OPEN
68038387,,AWEIS,1900021846,DISPOSAFE HEALTH AND LIFE CARE LTD,India,X12001,DAP,2025-05-15,30,S0746510,"Scalpel blade,ster,disp,no.22",700000,0,LTA,OPEN
68038175,,AWEIS,1900021784,Durable Hospital Supplies,Pakistan,X12002,DAP,2025-02-03,50,S0743600,"Needle holder,Mayo-Hegar,180mm,str",3000,3000,LTA,CLOSED
68038175,,AWEIS,1900021784,Durable Hospital Supplies,Pakistan,X12002,DAP,2025-02-03,60,S0745500,"Scalpel handle,no.4",3000,3000,LTA,CLOSED
68038175,,AWEIS,1900021784,Durable Hospital Supplies,Pakistan,X12002,DAP,2025-02-03,70,S0770500,"Scissors,Mayo,140mm,cvd,b/b",3000,3000,LTA,CLOSED
68038175,,AWEIS,1900021784,Durable Hospital Supplies,Pakistan,X12002,DAP,2025-02-03,80,S0773500,"Scissors,Deaver,140mm,str,s/b",4000,4000,LTA,CLOSED
68038175,,AWEIS,1900021784,Durable Hospital Supplies,Pakistan,X12002,DAP,2025-02-03,90,S0778000,"Speculum,vaginal,Graves,115x35mm",2000,2000,LTA,CLOSED
68038175,,AWEIS,1900021784,Durable Hospital Supplies,Pakistan,X12002,DAP,2025-02-03,100,S0779700,"Spatula,abdo,malleable,250mm",1000,1000,LTA,CLOSED
68038378,,TNIELSEN,1900019765,S Kant Healthcare Ltd.,India,X12001,DAP,2025-07-30,10,S1531011,Azithromycin pdr/or s 200mg/5ml/BOT-15ml,49000,0,LTA,OPEN
