Material Number,Description,Article Type,Batch Managed,Plant,Unit of Measure,Multi-Part,Kit parrent,KIT Routing,Full Pallet Qty,Weight,Weight UOM,Volume,Volume UOM,Shelf life allowed,Storage Strategy,Batch Class,Packing Material,Packing material Volume,Less Than Count Percentage,Temperature cond.,Hazardous Material Number
S1560825,Compound Sodium Lactate 500ml bag/BOX-20,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,11.13,KGM,0.5,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560826,Compound Sodium Lactate 500ml bot/BOX-20,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,12.233,KGM,34.925,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1552303,Hydrochlorothiazide 25mg tabs/PAC-2x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.01,KGM,0.056,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0373600,"Tube asp/feed, 2 lumen,CH16,L125,ENFit",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1560829,Potassium Chl 10% inj 10ml amp/BOX-20,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.209,KGM,1.2,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1300006,"Artesun100mg+SP500mg/25mg co-bl,tabs/6+3",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.006,KGM,0.052,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1185020,"Vaccine cold box,large,long range",Z01,No,1000,EA,No,--,SHORT_LINE,No,38.609,KGM,0.156,MTQ,--,HBW,--,No,--,--,--,--
S1300000,Amod 153mg+Arte 50mg tabs/3+3/PAC-1,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.006,KGM,0.052,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
W9200016,"UNHCR, Truck, Water Tanker",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200018,"UNHCR,Truck equipped w/water treat.plant",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S0145803,"Emergency food ration,500g/CAR-24",Z01,Yes,1000,CAR,No,--,SHORT_LINE,No,12.0,KGM,0.017,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0305126,"Coverall,protection,CatIII,type 6b,M",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.232,KGM,1.451,DMQ,240,HBW,MEDICAL,No,--,--,--,--
S5006123,"WASH&DignityKit,firstResp,5HH,noPurifTab",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,35.585,KGM,160.5,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1521021,Aciclovir 200mg tablets/PAC-30,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.023,KGM,0.092,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0141023,"Scale,mother/child,batteries,solar,250kg",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,6.035,KGM,20.038,DMQ,425,HBW,MEDICAL,No,--,--,--,3481
S9901222,PP 2/9 F. SUB 2/5 F. S9901026 IEHK2017,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9902302,Nigeria Kit 2017,Z02,Yes,1000,EA,No,--,LONG_LINE,Yes,35.583,KGM,0.213,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,3090
S1300116,Amod 306.2mg+Arte100mg tab/6/PAC-1,Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300115,Amod 306.2mg+Arte100mg tab/3/PAC-1,Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9901223,PP 3/9 F. SUB 3/5 F. S9901026 IEHK2017,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9901226,PP 6/9 F. SUB 1/5 F. S9901026 IEHK2017,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9901227,PP 7/9 F. SUB 1/5 F. S9901026 IEHK2017,Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9906704,"Ethiopia Resuscitation kit,basic",Z02,No,1000,EA,No,--,SHORT_LINE,No,5.5,KGM,0.06,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S9906716,DPRK EM kit,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,30.016,KGM,0.168,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906723,"Yemen,CHV kit,version 2013",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,6.918,KGM,0.011,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906740,EVD Staff Deployment Kit,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,2.6,KGM,0.015,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9906766,"Zimbabwe,PHC package,version 2013",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,50.695,KGM,0.215,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906772,"Somalia, HC Kit (B1)",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,53.0,KGM,0.215,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906779,"Malawi,PHC package,version 2012",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906771,"Somalia, PHU Kit (A2)",Z02,No,1000,EA,No,--,SHORT_LINE,No,42.0,KGM,0.31,MTQ,--,HBW,--,No,--,--,--,--
S9906767,"Zimbabwe,PHC package,version 2014",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,40.0,KGM,0.192,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9908304,AWD Periphery kit Drug,Z02,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,--,No,--,--,--,--
S9998833,Prepack  1/1 f S9990038 f S9901029 IEHK,Z02,Yes,1000,EA,No,--,MINILOAD,No,3.7,KGM,0.025,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906776,"Somalia,PHU kit-renewable,version 2013",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,13.8,KGM,0.06,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906790,Myanmar YCSD/WCHD kitA,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,12.0,KGM,0.048,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906792,Myanmar YCSD/WCHD Child Survival Kit A,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,14.0,KGM,0.048,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9910007,"Surg.inst.,embryotomy /SET",Z02,No,1000,SET,No,--,SHORT_LINE,No,1.6,KGM,0.003,MTQ,--,HBW,--,No,--,--,--,--
S0782331,"Syringe,RUP,5ml,w/fixedNdl,Amson/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,1.098,KGM,7.547,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9935020,School-in-a-box kit for 80 students,Z02,No,1000,EA,No,--,SHORT_LINE,No,50.0,KGM,0.12,MTQ,--,HBW,--,No,--,--,--,--
S6780352,"Mask,high-fill,FFP2/N95,no valve,PAC-30",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.3,KGM,0.006,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9203281,Shorts size 48,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.333,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9203282,Shorts size 50,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.333,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9203280,Shorts size 46,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.333,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9203284,Shorts size 54,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9205192,Fleece/sweat jacket w/hood size XXXL,Z04,No,1000,EA,No,--,SHORT_LINE,No,20.0,GRM,0.003,DMQ,--,HBW,--,Yes,--,--,--,--
S9206081,Working jacket (warehouse) size M,Z04,No,1000,EA,No,--,SHORT_LINE,No,141.0,GRM,0.02,DMQ,--,HBW,--,Yes,--,--,--,--
S9206084,Working jacket (warehouse) size XXL,Z04,No,1000,EA,No,--,SHORT_LINE,No,141.0,GRM,0.02,DMQ,--,HBW,--,Yes,--,--,--,--
S9205189,Fleece/sweat jacket w/hood size L,Z04,No,1000,EA,No,--,SHORT_LINE,No,20.0,GRM,0.003,DMQ,--,HBW,--,Yes,--,--,--,--
S9206082,Working jacket (warehouse) size L,Z04,No,1000,EA,No,--,SHORT_LINE,No,141.0,GRM,0.02,DMQ,--,HBW,--,Yes,--,--,--,--
S9206085,Working jacket (warehouse) size XXXL,Z04,No,1000,EA,No,--,SHORT_LINE,No,141.0,GRM,0.02,DMQ,--,HBW,--,Yes,--,--,--,--
S0782326,"Syringe,RUP,SIP,1ml,w/ndl,27G/BOX-100",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9999872,"Prepack 3/3 - DRC HCK 2013-V3, S9906727",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,1.0,KGM,0.011,MTQ,425,HBW,MEDICAL,No,--,--,Z1,--
S5010294,"Flak Jacket, NIJ Level 3A, Unisex Size S",Z01,No,1000,EA,No,--,SHORT_LINE,No,2.94,KGM,42.7,DMQ,--,HBW,--,No,--,--,--,--
S5010292,"Flak Jacket, NIJ Level 3A, Unisex Size L",Z01,No,1000,EA,No,--,SHORT_LINE,No,3.25,KGM,47.8,DMQ,--,HBW,--,No,--,--,--,--
S1583010,"Retinol 200,000IU soft gel.caps/PAC-100",Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.069,KGM,0.452,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9902460.8,"NBK, Hospital, Module 1, Medicines",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,40.0,KGM,0.192,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S9902460.9,"NBK, Hospital, Module 1, Medicines",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,22.0,KGM,0.12,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S0503017,"Tape,medical,paper,2.5cmx5m,roll,PAC-12",Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.022,KGM,0.218,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9902460.10,"NBK, Hospital, Module 1, Medicines",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,22.0,KGM,0.12,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
W9200025,"Generator, HONDA EU-10i",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200022,Mosquito Nets,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.539,KGM,0.002,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S1560204,Tranexamic acid 500mg tab/PAC-60,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.027,KGM,0.232,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9991044,"PP 1/2 IEHK 2024,Basic Medicine&Renewabl",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,5.0,KGM,0.015,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S8794323,"UNICEF T-shirt, long, Female, R-neck, XL",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.274,KGM,1.075,DMQ,--,HBW,--,No,--,--,--,--
S9902460.11,"NBK, Hospital, Module 1, Medicines",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,35.0,KGM,0.16,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S9999155,Subkit 1/1 for Nigeria Safe Delivery kit,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,5.5,KGM,0.022,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1573002,Metronidazole 500mg/100ml inj bot/BOX-20,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,3.0,KGM,26.25,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1521005,Oseltamivir pdr.o.s 12mg/ml/BOT-75ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,No,0.17,KGM,0.9,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9901229,PP 9/9 F. SUB 2/5 F. S9901026 IEHK2017,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555361,Mebendazole 500mg chew tabs/PAC-200,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.283,KGM,1.519,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9901151,Immediate Response WASH & Dignity Kit,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,23.0,KGM,0.16,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9993730,PP5/5 f SUB 4/5 S.Sudan18 B.Med S9906733,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,4.0,KGM,0.021,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1573001,Metronidazole 500mg/100ml inj bag/BOX-50,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,6.5,KGM,21.12,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999129,Prepack 1/1 Community Care,Z02,Yes,1000,EA,No,--,MINILOAD,No,5.0,KGM,0.007,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906796,Myanmar GAVI PHS II Kit 2015,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,3.231,KGM,0.025,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S9906795,Myanmar GAVI Renew Items for MW/SC 2015,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,2.0,KGM,0.024,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S0845194,"Cutter, syringe hub",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.15,KGM,2.375,DMQ,--,HBW,--,No,--,--,--,--
S9930001,Survival kit with backpack,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,12.0,KGM,0.136,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9935003,BISSAU TEACHERS KIT,Z02,No,1000,EA,No,--,SHORT_LINE,No,6.0,GRM,15.36,DMQ,--,HBW,--,No,--,--,--,--
S9935010,Basic education kit,Z02,No,1000,EA,No,--,SHORT_LINE,No,440.0,GRM,2.139,DMQ,--,HBW,--,No,--,--,--,--
S9935016,Madagascar CP1-CP2 2015-Kit 20 Students,Z02,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,--,No,--,--,--,--
S1514141,Dexamethasone 4 mg tabs/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.023,KGM,0.212,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991045,"PP 2/2 IEHK 2024,Basic Medicine&Renewabl",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,5.0,KGM,0.015,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9993740,SUB 6/10 S.Sudan PHCC18  B.Med S9906733,Z02,Yes,1000,EA,No,--,SHORT_LINE,No,25.0,KGM,0.072,MTQ,425,HBW,--,No,--,--,--,--
S0782337,"Syringe,A-D,0.3ml,Medeco Inject/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.349,KGM,3.18,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0969037,"Cary-Blair,agar,swab,disposable,BOX/500",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,6.27,KGM,0.515,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9902440.1,"NBK, Clinic, Module 2, Consumables",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,23.0,KGM,0.192,MTQ,425,--,MEDICAL,No,--,--,--,--
S0782339,"Syringe,A-D,0.5ml,Soloshot Mini/BOX-240",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.29,KGM,2.839,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0782338,"Syringe, A-D,0.3ml, WUXI/BOX-200",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.737,KGM,5.105,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0373601,"Tube feed,2 lumen,CH16,L125,ENFit/PAC-10",Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.009,KGM,0.12,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S8902067,LDPE bag: 400 x 310 x 0.06 mm/CAR-1000,Z04,No,1000,CAR,No,--,SHORT_LINE,No,0.013,KGM,30,DMQ,--,HBW,--,Yes,--,--,--,--
S0390061,"Airway,Guedel,size4,ster,single use",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.021,KGM,0.302,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0390011,"Airway,Guedel,size00,ster,single use",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.009,KGM,0.185,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0390051,"Airway,Guedel,size3,ster,single use",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.016,KGM,0.314,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S5010293,"Flak Jacket, NIJ Level 3A, Unisex Size M",Z01,No,1000,EA,No,--,SHORT_LINE,No,3.09,KGM,45.2,DMQ,--,HBW,--,No,--,--,--,--
S0686502,"Monitor,resp.rate,automated,non-recharg",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.19,KGM,0.2,DMQ,425,HBW,MEDICAL,No,--,--,--,9000
S0845149,"MUAC,Child 11.5 Red/PAC-50",Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.06,KGM,0.246,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9202082,"Working trousers cotton, black size 50",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S9202085,"Working trousers cotton, black size 56",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S9202086,"Working trousers cotton, black size 58",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S1993326,"2016 MSF Essential Drugs Guide, Spanish",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.474,KGM,1.16,DMQ,--,HBW,--,No,--,--,--,--
S1993329,"2016 MSF Clinical Guidelines, French",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.471,KGM,1.05,DMQ,--,HBW,--,No,--,--,--,--
S9906728.1,DRC Health Centre kit 2016,Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,No,23.0,KGM,0.106,MTQ,425,--,PHARMACEUTICALS,No,--,--,--,--
S9906728.2,DRC Health Centre kit 2016,Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,No,8.0,KGM,0.064,MTQ,425,--,PHARMACEUTICALS,No,--,--,--,--
S0845026,"Flow meter, 0 # 5 LPM oxygen",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.213,KGM,2,DMQ,--,HBW,--,No,--,--,--,--
S1993328,"2016 MSF Clinical Guidelines, Spanish",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.458,KGM,1.008,DMQ,--,HBW,--,No,--,--,--,--
S9999871,"Prepack 2/3 - DRC HCK 2013-V3, S9906727",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,0.9,KGM,0.013,MTQ,425,HBW,MEDICAL,No,--,--,Z1,--
S1543710,Digoxin 0.25mg tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.22,KGM,0.53,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1543753,Bisoprolol fumarate 5mg tabs/PAC-10x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.04,KGM,0.04,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S6780190,Tennis balls/SET-3,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.208,KGM,1.432,DMQ,--,HBW,--,No,--,--,--,--
S1555400,Fluconazole 150mg caps/PAC-1,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.014,KGM,0.119,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1555900,"Nystatin cream 100,000 IU/g/TBE-30g",Z01,Yes,1000,TBE,No,--,SHORT_LINE,No,0.045,KGM,0.147,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1559310,Phenobarbital 50mg tabs/PAC-100       pt,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.02,KGM,0.072,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,EX2-PSYC.EXP.LIC.
S1564331,Sodium Lactate compound inf 1L/PAC-1,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,1.16,KGM,2.56,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560251,Praziquantel 600mg tabs/PAC-250,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.181,KGM,20,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1564335,Sodium lactate comp sol inf 500ml/PAC-10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,5.279,KGM,12.394,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5006284,Laundry 1.5kg,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,1.5,KGM,20,DMQ,425,HBW,--,No,--,--,--,--
S1568100,Primaquine base 5mg tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.13,KGM,2.4,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9901029,"IEHK2017,kit,suppl.2-equipment",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,Yes,49.0,KGM,0.268,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,9000
S9901026,"IEHK2017,kit,suppl.1-medicines",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,339.5,KGM,1.322,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,9001
S1568107,Primaquine base 15mg tabs/PAC-14 x 100,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.376,KGM,1.786,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1521034,Molnupiravir 200mg caps/PAC-40,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.051,KGM,0.516,DMQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S6780188,"Bats,f.baseball&cricket/SET-6",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S0845042,"Spares kit, Caire 10LPM oxygen concentr",Z01,No,1000,EA,No,--,SHORT_LINE,No,16.0,KGM,0.13,MTQ,--,HBW,--,No,--,--,--,--
S1600000,Nirmatrelvir150+RTV100mg tab/4+2/PAC-5pp,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.05,KGM,0.356,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1531701,Loratidine 10mg tablets PAC/100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.055,KGM,0.338,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S4410002,"Book,exercise,A4,ruled,96pgs, PAC-5",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,1070.0,GRM,2.043,DMQ,--,HBW,--,No,--,--,--,--
S1400646,DTG50+ 3TC300+ TAF25mg tab/PAC-60 No CTN,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.052,KGM,0.15,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300050,Amodiaquine HCL 200mg tabs/PAC-120,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1560201,Phytomenadione 10mg/ml inj. amp/BOX-5,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,30.0,GRM,0.312,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1993560,"Teachers guide, English",Z01,No,1000,EA,No,--,SHORT_LINE,No,6.23,KGM,0.005,DMQ,--,HBW,--,No,--,--,--,--
S1300087,Artemeth40mg+Lumefan240mg tabs/3/PAC-1,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.02,KGM,0.77,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300052,Amodiaquine HCL 200mg tabs/PAC-1200,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300069,Artemether 80mg/ml injection/1ml/BOX-8,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0782329,"Syringe,RUP,5ml,BiPackNdl,Anhui/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.872,KGM,7.536,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1400028,Didanosine 400mg EC caps/PAC-30  gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.061,KGM,0.283,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0782330,"Syringe,RUP,10ml,BiPackNdl,Anhui/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,1.18,KGM,11.246,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1505055,Amoxicillin 250mg caps/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.508,KGM,1.45,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1521010,"Aciclovir 30mg/g,ophth.ointment/TBE-4.5g",Z01,Yes,1000,TBE,No,--,SHORT_LINE,No,0.01,KGM,0.03,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5006124,"Flyer 1p guide WASH&DignityKit,firstResp",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,1.257,KGM,0.013,MTQ,--,HBW,--,No,--,--,--,--
S9991225,"PP 5/9 F. SUB 2/5 F.  IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
