Material Number,Description,Article Type,Batch Managed,Plant,Unit of Measure,Multi-Part,Kit parrent,KIT Routing,Full Pallet Qty,Weight,Weight UOM,Volume,Volume UOM,Shelf life allowed,Storage Strategy,Batch Class,Packing Material,Packing material Volume,Less Than Count Percentage,Temperature cond.,Hazardous Material Number
S9935084,Syria Emergency School in a Carton Kit,Z02,No,1000,EA,No,--,LONG_LINE,Yes,39.5,KGM,0.129,MTQ,--,HBW,--,No,--,10,--,--
S1400054,Etravirine 100mg tabs/PAC-120 pb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.184,KGM,0.569,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1993413,"IEHK2011 Users guideline, English",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.325,KGM,0.537,DMQ,--,HBW,--,No,--,10,--,--
S9999852,DRC Regional Hospital Phase 2 Kit 2/2,Z02,No,1000,EA,No,S9906725,LONG_LINE,No,32.0,KGM,0.16,MTQ,--,HBW,--,No,--,10,--,--
S9999851,DRC Regional Hospital Phase 2 Kit 1/2,Z02,Yes,1000,EA,No,S9906725,LONG_LINE,No,21.0,KGM,0.16,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1400663,Raltegravir 400mg tabs/PAC-60 gb,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.078,KGM,0.3,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9906725,"DRC Regional Hospital kit 2013,version2",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,53.0,KGM,0.32,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S8760015,"Decal,UNICEF,rect,205x105mm/RL-50",Z01,No,1000,ROL,No,--,SHORT_LINE,Yes,0.181,KGM,0.003,MTQ,--,HBW,--,No,--,10,--,--
S9999856,"Bag 1/1 IEHK Basic, S9906621",Z02,Yes,1000,EA,No,--,BAGGING_LINE,No,0.5,KGM,2.25,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9906721.1,DRC Regional Hospital Kit,Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,No,21.0,KGM,0.16,MTQ,425,--,MEDICAL,No,--,10,--,--
S9906721.2,DRC Regional Hospital Kit,Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,No,29.0,KGM,0.16,MTQ,425,--,MEDICAL,No,--,10,--,--
S0746707,"Laryngoscope,adult,child,set",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.928,KGM,4.59,DMQ,--,HBW,--,No,--,10,--,--
S1544401,Doxycycline 100mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.042,KGM,0.237,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0782307,"Syringe,RUP, 2ml,w/fixed ndl/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.466,KGM,4.1,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S9906784,"Somalia,HC kit-renewable,version 2013",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,88.0,KGM,0.48,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1550005,Iron 60mg+Folic ac.400mcg tab/PAC(10x10),Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.059,KGM,0.3,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999857,"Bag 1/3 Surg.inst.,abdominal S9910000",Z02,No,1000,EA,No,--,BAGGING_LINE,No,0.5,KGM,2.25,DMQ,--,HBW,--,No,--,10,--,--
S1993414,"IEHK2011 Users guideline, French",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.332,KGM,0.484,DMQ,--,HBW,--,No,--,10,--,--
S1993415,"IEHK2011 Users guideline, Spanish",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.332,KGM,0.479,DMQ,--,HBW,--,No,--,10,--,--
S8920075,"Pallet, wooden one-way pallet,US size",Z04,No,1000,EA,No,--,SHORT_LINE,Yes,13.758,KGM,0.145,MTQ,--,HBW,--,Yes,--,--,--,--
S9205187,Fleece/sweat jacket w/hood size S,Z04,No,1000,EA,No,--,SHORT_LINE,No,20.0,GRM,0.003,DMQ,--,HBW,--,Yes,--,--,--,--
S9906786,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,148.0,KGM,0.586,MTQ,425,HBW,MEDICAL,No,--,10,Z1,--
S9999832,"Subkit 2/3 Somalia,PHU Equip. 2013",Z02,No,1000,EA,No,S9906777,SHORT_LINE,No,18.0,KGM,112.5,DMQ,--,HBW,--,No,--,10,--,--
S9999833,"Subkit 3/3 Somalia,PHU Equip. 2013",Z02,No,1000,EA,No,S9906777,SHORT_LINE,No,8.337,KGM,87.151,DMQ,--,HBW,--,No,--,10,--,--
S9999835,"Subkit 2/3 Somalia,HC Equip.2013",Z02,No,1000,EA,No,S9906785,SHORT_LINE,No,18.0,KGM,112.5,DMQ,--,HBW,--,No,--,10,--,--
S9999836,"Subkit 3/3 Somalia,HC Equip.2013",Z02,No,1000,EA,No,S9906785,SHORT_LINE,No,8.056,KGM,85.595,DMQ,--,HBW,--,No,--,10,--,--
S8902051,LabelsA6-Pink-Auto.Printers-Portr.,Z04,No,1000,ROL,No,--,SHORT_LINE,Yes,9.962,KGM,33.922,DMQ,--,HBW,--,Yes,--,--,--,--
S8902054,LabelsA6-Orange-Man.Printers-Land.,Z04,No,1000,ROL,No,--,SHORT_LINE,Yes,3.099,KGM,12.075,DMQ,--,HBW,--,Yes,--,--,--,--
S8902053,LabelsA6-Green-Man.Printers-Land.,Z04,No,1000,ROL,No,--,SHORT_LINE,Yes,3.158,KGM,11.724,DMQ,--,HBW,--,Yes,--,--,--,--
S8902055,LabelsA6-Yellow-Man.Printers-Land.,Z04,No,1000,ROL,No,--,SHORT_LINE,Yes,2.653,KGM,15.337,DMQ,--,HBW,--,Yes,--,--,--,--
S8902059,LabelsA6-Blue/Yellow-Man.Printers-Land,Z04,No,1000,ROL,No,--,SHORT_LINE,Yes,3.0,KGM,7.5,DMQ,--,HBW,--,Yes,--,--,--,--
S5031006,"Sleeping mat, self-inflating",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.905,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
S0782311,"Syringe,RUP 2ml w/o ndl",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.48,KGM,3.967,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S9999790,"prepack 1/1 Zimbabwe,PHC 2014",Z02,Yes,1000,EA,No,--,MINILOAD,No,5.0,KGM,0.021,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5001005,"Bag, biodegradable PAC-20",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.36,KGM,3.2,DMQ,--,HBW,--,No,--,10,--,--
S9906783.1,"Somalia,HC kit-medicines,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,31.0,KGM,0.16,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S9906783.2,"Somalia,HC kit-medicines,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,32.0,KGM,0.115,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S9906783.3,"Somalia,HC kit-medicines,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,29.0,KGM,0.192,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S9906783.4,"Somalia,HC kit-medicines,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,21.0,KGM,0.12,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S9906783.5,"Somalia,HC kit-medicines,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,38.0,KGM,0.192,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S9906783.6,"Somalia,HC kit-medicines,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,85.0,KGM,0.816,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S5031005,"Sleeping bag, fleece",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
S5031010,"Winter Jacket w/logo, S",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.54,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
S9935017,Madagascar CP2 2015-Kit 20 Students,Z02,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,--,No,--,--,--,--
S9906787,"Malawi,PHC Phase II,version 2014",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,144.0,KGM,0.583,MTQ,425,HBW,MEDICAL,No,--,10,Z1,--
S9906777.1,"Somalia,PHU kit-equipment,version 2013",Z02,No,1000,EA,No,--,VIRTUAL_PACKING,Yes,3.0,KGM,0.03,MTQ,--,--,--,No,--,10,--,--
S9906777.2,"Somalia,PHU kit-equipment,version 2013",Z02,No,1000,EA,No,--,VIRTUAL_PACKING,No,18.0,KGM,0.113,MTQ,--,--,--,No,--,10,--,--
S9906777.3,"Somalia,PHU kit-equipment,version 2013",Z02,No,1000,EA,No,--,VIRTUAL_PACKING,Yes,7.598,KGM,0.08,MTQ,--,--,--,No,--,10,--,--
S6780216,Ibuprofen 400mg tabs/PAC-84,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.098,KGM,0.275,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999812,"Prepack 2/5 S9906775 Somalia,PHU Kit2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,3.0,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999811,"Prepack 1/5 S9906775 Somalia,PHU Kit2013",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,3.0,KGM,7,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999815,"Prepack 5/5 S9906775 Somalia,PHU Kit2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,1.5,KGM,8,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9935054,DRC kit for 10 teachers Grade 1-6,Z02,No,1000,EA,No,--,SHORT_LINE,No,35.0,KGM,0.067,MTQ,--,HBW,--,No,--,--,--,--
S9935022,School-in-a-carton kit for 80 students,Z02,No,1000,EA,No,--,SHORT_LINE,No,50.0,KGM,0.12,MTQ,--,HBW,--,No,--,--,--,--
S9999817,"Prepack 7/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,1.5,KGM,7,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S8913951,"Steel Strapping, 19mm",Z04,No,1000,ROL,No,--,SHORT_LINE,No,66.666,KGM,0.16,MTQ,--,HBW,--,Yes,--,--,--,--
S0782183,"Syringe,A-D, 0.05ml,Helm Wuxi /BOX-200",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.803,KGM,5.4,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S9999853,"bagging for Nigeria,CBNC package,v. 2013",Z02,Yes,1000,EA,No,--,BAGGING_LINE,No,1.0,KGM,0.644,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999199,Education PP 2 for SIC/SIB no globe,Z02,No,1000,EA,No,--,MINILOAD,No,10.274,KGM,25.367,DMQ,--,HBW,--,No,--,--,--,--
S5006125,"Funnels, 100ml, w/MCE filters",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,1.0,KGM,23.497,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9999803,"Prepack 1/2 Somalia,HC Renew. 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,5.0,KGM,0.021,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999838,"Subkit 2/3 Somalia,HC kit-renew.2013",Z02,Yes,1000,EA,No,S9906784,LONG_LINE,No,27.0,KGM,0.16,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999839,"Subkit 3/3 Somalia,HC kit-renew.2013",Z02,No,1000,EA,No,S9906784,LONG_LINE,No,30.0,KGM,160,DMQ,--,HBW,--,No,--,10,--,--
S9999823,Subkit 3/3 S9906775 Somalia PHU Kit 2013,Z02,Yes,1000,EA,No,S9906775,LONG_LINE,No,29.5,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S5031009,"Winter Jacket w/logo, M",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.54,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
S8902052,LabelsA6-Blue/Yellow-Auto.Printers-Portr,Z04,No,1000,ROL,No,--,SHORT_LINE,No,10.0,KGM,6,DMQ,--,HBW,--,Yes,--,--,--,--
S8902058,LabelsA6-Pink-Man.Printers-Land,Z04,No,1000,ROL,No,--,SHORT_LINE,Yes,3.261,KGM,24.803,DMQ,--,HBW,--,Yes,--,--,--,--
S8902056,LabelsA6-Blue-Man.Printers-Land.,Z04,No,1000,ROL,No,--,SHORT_LINE,No,3.227,KGM,12.323,DMQ,--,HBW,--,Yes,--,--,--,--
S8902057,LabelsA6-Purple-Man.Printers-Land.,Z04,No,1000,ROL,No,--,SHORT_LINE,No,3.0,KGM,7.5,DMQ,--,HBW,--,Yes,--,--,--,--
S9999914,"Subkit 4/4 IEHK2006,1-drugs S9906623",Z02,Yes,1000,EA,No,S9906623,LONG_LINE,No,30.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0782312,"Syringe,RUP 5ml w/o ndl",Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.72,KGM,5.818,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S0782313,"Syringe,RUP 10ml w/o ndl",Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,1.08,KGM,8.897,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S9999809,"Prepack 5/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,8.5,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999807,"Prepack 3/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,4.0,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999800,"Prepack 1/1 Somalia,PHU Renew. 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,1.0,KGM,0.015,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999802,"Prepack 1/1 Somalia,HC equip.2013",Z02,No,1000,EA,No,--,MINILOAD,No,1.0,KGM,7.68,DMQ,--,HBW,--,No,--,10,--,--
S9999834,"Subkit 1/3 Somalia,HC Equip.2013",Z02,No,1000,EA,No,S9906785,LONG_LINE,No,6.5,KGM,0.048,MTQ,--,HBW,--,No,--,10,--,--
S9999801,"Prepack 1/1 Somalia,PHU Equip. 2013",Z02,No,1000,EA,No,--,MINILOAD,No,1.0,KGM,11.02,DMQ,--,HBW,--,No,--,10,--,--
S9999831,"Subkit 1/3 Somalia,PHU Equip. 2013",Z02,No,1000,EA,No,S9906777,LONG_LINE,No,3.0,KGM,0.03,MTQ,--,HBW,--,No,--,10,--,--
S5031011,"Winter Jacket w/logo, XL",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.54,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
S5031013,"Winter Jacket w/logo, XXL",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.54,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
S9999826,Subkit 3/6 S9906783 Somalia HC Kit 2013,Z02,Yes,1000,EA,No,S9906783,LONG_LINE,No,29.0,KGM,0.192,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999808,"Prepack 4/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,5.5,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999824,Subkit 1/6 S9906783 Somalia HC Kit 2013,Z02,Yes,1000,EA,No,S9906783,LONG_LINE,No,30.5,KGM,0.16,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999806,"Prepack 2/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,3.0,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999829,Subkit 6/6 S9906783 Somalia HC Kit 2013,Z02,Yes,1000,EA,No,S9906783,SHORT_LINE,No,225.0,KGM,0.816,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999821,Subkit 1/3 S9906775 Somalia PHU Kit 2013,Z02,Yes,1000,EA,No,S9906775,LONG_LINE,No,19.0,KGM,0.106,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,--,--
S1570500,Misoprostol 200mcg tabs/PAC-60,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.094,KGM,0.971,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999805,"Prepack 1/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,4.0,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999825,Subkit 2/6 S9906783 Somalia HC Kit 2013,Z02,Yes,1000,EA,No,S9906783,LONG_LINE,No,32.0,KGM,0.115,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999827,Subkit 4/6 S9906783 Somalia HC Kit 2013,Z02,Yes,1000,EA,No,S9906783,LONG_LINE,No,21.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999828,Subkit 5/6 S9906783 Somalia HC Kit 2013,Z02,Yes,1000,EA,No,S9906783,LONG_LINE,No,38.0,KGM,0.192,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999810,"Prepack 6/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,4.0,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999822,Subkit 2/3 S9906775 Somalia PHU Kit 2013,Z02,Yes,1000,EA,No,S9906775,LONG_LINE,No,27.0,KGM,0.106,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999813,"Prepack 3/5 S9906775 Somalia,PHU Kit2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,8.5,KGM,22,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999814,"Prepack 4/5 S9906775 Somalia,PHU Kit2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,3.5,KGM,15,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9906785.1,"Somalia,HC kit-equipment,version 2013",Z02,No,1000,EA,No,--,VIRTUAL_PACKING,Yes,6.5,KGM,0.048,MTQ,--,--,--,No,--,10,--,--
S9906785.2,"Somalia,HC kit-equipment,version 2013",Z02,No,1000,EA,No,--,VIRTUAL_PACKING,No,18.0,KGM,0.113,MTQ,--,--,--,No,--,10,--,--
S9906785.3,"Somalia,HC kit-equipment,version 2013",Z02,No,1000,EA,No,--,VIRTUAL_PACKING,Yes,7.59,KGM,0.08,MTQ,--,--,--,No,--,10,--,--
S9999818,"Prepack 8/8 S9906783 Somalia,HC Kit 2013",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,1.0,KGM,7,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0114055.1,"Nut. kit,outpatient,module-registration",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,33.051,KGM,0.183,MTQ,--,--,--,No,--,10,--,--
S0114055.2,"Nut. kit,outpatient,module-registration",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,40.846,KGM,0.184,MTQ,--,--,--,No,--,10,--,--
S5031004,"Sleeping bag, cold climate",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,2.4,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
S9999910,"Subkit 8/8 Malawi,PHC Phase I,V 2014",Z02,Yes,1000,EA,No,S9906786,SHORT_LINE,Yes,15.0,KGM,0.05,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999837,"Subkit 1/3 Somalia,HC kit-renew.2013",Z02,Yes,1000,EA,No,S9906784,LONG_LINE,No,31.0,KGM,0.16,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999854,"Bag 1/1 Somalia,HC Renew. 2013",Z02,Yes,1000,EA,No,--,BAGGING_LINE,No,1.0,KGM,0.001,MTQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999804,"Prepack 2/2 Somalia,HC Renew. 2013",Z02,Yes,1000,EA,No,--,MINILOAD,No,5.0,KGM,0.015,MTQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9901150,"Basic family water kit,10 families,v2012",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,30.145,KGM,0.204,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S9902301,Nigeria Kit 2014,Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,37.12,KGM,0.168,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1993551,"Users guide School in a Box Kit, French",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.456,KGM,0.66,DMQ,--,HBW,--,No,--,10,--,--
S1993555,"Users guide Recreation Kit, French",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.256,KGM,0.382,DMQ,--,HBW,--,No,--,10,--,--
S5007312,"Water-cont,LDPE,10l,collapsibl.,w tap",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.289,KGM,2.25,DMQ,--,HBW,--,No,--,--,--,--
S1552414,Nifedipine 10mg caps./PAC-90,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.119,KGM,0.991,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9906784.1,"Somalia,HC kit-renewable,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,31.0,KGM,0.16,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S9906784.2,"Somalia,HC kit-renewable,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,27.0,KGM,0.16,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S9906784.3,"Somalia,HC kit-renewable,version 2013",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,30.0,KGM,0.16,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
S1993554,"Users guide Recreation Kit, English",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.263,KGM,0.416,DMQ,--,HBW,--,No,--,10,--,--
S1993550,"Users guide School in a Box Kit, English",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.427,KGM,0.611,DMQ,--,HBW,--,No,--,10,--,--
S0305106,"Spray,anti-fog,googles,bott/50ml",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.092,KGM,0.008,MTQ,--,HBW,--,No,--,10,--,--
S5031007,"Tent, self-erecting, 1-2 persons",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,2.7,KGM,10.9,DMQ,--,HBW,--,No,--,10,--,--
S5031008,"Winter Jacket w/logo, L",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.54,KGM,156.948,DMQ,--,HBW,--,No,--,10,--,--
W9200003.1,Pre.-Fab. Warehouse,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,484.0,KGM,1.066,MTQ,--,BLK,CPH_UNHCR,No,--,--,--,--
W9200003.2,Pre.-Fab. Warehouse,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,353.0,KGM,0.518,MTQ,--,BLK,CPH_UNHCR,No,--,--,--,--
W9200003.3,Pre.-Fab. Warehouse,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,1060.0,KGM,3.794,MTQ,--,BLK,CPH_UNHCR,No,--,--,--,--
S6780215,Doxycycline 100mg tabs/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,Yes,0.021,KGM,0.115,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9906786.1,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,25.0,KGM,0.12,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9906786.2,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,26.0,KGM,0.12,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9906786.3,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,21.0,KGM,0.12,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9906786.4,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,23.0,KGM,0.079,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9906786.5,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,18.0,KGM,0.042,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9906786.6,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,13.0,KGM,0.03,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9906786.7,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,13.0,KGM,0.027,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9906786.8,"Malawi,PHC Phase I,version 2014",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,15.0,KGM,0.05,MTQ,425,--,MEDICAL,No,--,10,Z1,--
S9999697,Prepack 4/4 DPRK EM kit 2014,Z02,Yes,1000,EA,No,--,MINILOAD,No,10.0,KGM,21.46,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1580021,ORS fl.0.5Lx4+Zinc 20mg 10tabs.kit/PAC,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.091,KGM,0.419,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999772,"Subkit 2/7 Malawi,PHC Phase II,V 2014",Z02,Yes,1000,EA,No,S9906787,LONG_LINE,Yes,26.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999773,"Subkit 3/7 Malawi,PHC Phase II,V 2014",Z02,Yes,1000,EA,No,S9906787,LONG_LINE,Yes,27.0,KGM,0.12,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9999776,"Subkit 6/7 Malawi,PHC Phase II,V 2014",Z02,Yes,1000,EA,No,S9906787,SHORT_LINE,Yes,15.442,KGM,0.054,MTQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0370115,"Prongs,nasal,Oxygen,child,s.u.",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.056,KGM,0.51,DMQ,425,HBW,MEDICAL,No,--,10,--,--
S9902301.1,Nigeria Kit 2014,Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,31.0,KGM,0.12,MTQ,425,--,PHARMACEUTICALS,No,--,10,--,--
